"SYMBOL","ENSEMBL","ENTREZID"
"AMDHD1","ENSG00000139344","144193"
"PLCG2","ENSG00000197943","5336"
"NUDT18","ENSG00000275074","79873"
"KCNJ2","ENSG00000123700","3759"
"POMT1","ENSG00000130714","10585"
"ACSL6","ENSG00000164398","23305"
"ATP6V0A2","ENSG00000185344","23545"
"KCNA6","ENSG00000151079","3742"
"ACSM1","ENSG00000166743","116285"
"NT5C","ENSG00000125458","30833"
"SLC5A9","ENSG00000117834","200010"
"KCTD11","ENSG00000213859","147040"
"KCTD11","ENSG00000288399","147040"
"ZACN","ENSG00000186919","353174"
"GDPD5","ENSG00000158555","81544"
"DHRS7C","ENSG00000184544","201140"
"GAL3ST3","ENSG00000175229","89792"
"SLC10A6","ENSG00000145283","345274"
"UCP3","ENSG00000175564","7352"
"GALNT1","ENSG00000141429","2589"
"DGKE","ENSG00000153933","8526"
"PIK3R6","ENSG00000276231","146850"
"CHPF","ENSG00000123989","79586"
"SLC1A5","ENSG00000105281","6510"
"GPLD1","ENSG00000112293","2822"
"ACSF3","ENSG00000176715","197322"
"DHRS11","ENSG00000278535","79154"
"DHRS11","ENSG00000275397","79154"
"UGT1A1","ENSG00000241635","54658"
"CERS5","ENSG00000139624","91012"
"MVD","ENSG00000167508","4597"
"SQLE","ENSG00000104549","6713"
"GDPD2","ENSG00000130055","54857"
"NDUFB3","ENSG00000119013","4709"
"SLC12A8","ENSG00000221955","84561"
"ALOXE3","ENSG00000179148","59344"
"PIP5K1B","ENSG00000107242","8395"
"KCNJ9","ENSG00000162728","3765"
"SLC25A21","ENSG00000183032","89874"
"FLVCR2","ENSG00000119686","55640"
"RRM2","ENSG00000171848","6241"
"IDI1","ENSG00000067064","3422"
"NUDT14","ENSG00000183828","256281"
"PDE7B","ENSG00000171408","27115"
"SV2C","ENSG00000122012","22987"
"SLC39A9","ENSG00000029364","55334"
"PPARA","ENSG00000186951","5465"
"TFAM","ENSG00000108064","7019"
"ADCY10","ENSG00000143199","55811"
"ITPR1","ENSG00000150995","3708"
"PAPSS1","ENSG00000138801","9061"
"SLC6A6","ENSG00000131389","6533"
"CAV1","ENSG00000105974","857"
"ATP4B","ENSG00000186009","496"
"ATP4B","ENSG00000288359","496"
"PNLIPRP2","ENSG00000266200","5408"
"SLCO3A1","ENSG00000176463","28232"
"SDR9C7","ENSG00000170426","121214"
"PYCR2","ENSG00000143811","29920"
"FUT5","ENSG00000130383","2527"
"SLC39A13","ENSG00000165915","91252"
"ENTPD3","ENSG00000168032","956"
"DGAT2","ENSG00000062282","84649"
"ENOPH1","ENSG00000145293","58478"
"DPYS","ENSG00000147647","1807"
"LALBA","ENSG00000167531","3906"
"ADA","ENSG00000196839","100"
"KDM4B","ENSG00000127663","23030"
"ETNPPL","ENSG00000164089","64850"
"B3GNT9","ENSG00000237172","84752"
"GLRX3","ENSG00000108010","10539"
"A4GALT","ENSG00000128274","53947"
"LIPA","ENSG00000107798","3988"
"CYP11B1","ENSG00000160882","1584"
"TMCO3","ENSG00000150403","55002"
"SLC44A4","ENSG00000204385","80736"
"SLC44A4","ENSG00000235336","80736"
"SLC44A4","ENSG00000203463","80736"
"SLC44A4","ENSG00000232180","80736"
"SLC44A4","ENSG00000229077","80736"
"SLC44A4","ENSG00000231479","80736"
"SLC44A4","ENSG00000206378","80736"
"SLC44A4","ENSG00000228263","80736"
"ABCA10","ENSG00000154263","10349"
"OGFOD1","ENSG00000087263","55239"
"PGK1","ENSG00000102144","5230"
"GPX6","ENSG00000198704","257202"
"GPX6","ENSG00000281185","257202"
"MOCS2","ENSG00000164172","4338"
"SPHK2","ENSG00000063176","56848"
"FABP6","ENSG00000170231","2172"
"SLC7A8","ENSG00000092068","23428"
"HAAO","ENSG00000162882","23498"
"BDH1","ENSG00000161267","622"
"BDH1","ENSG00000275544","622"
"B3GALT1","ENSG00000172318","8708"
"AGPAT2","ENSG00000169692","10555"
"CSGALNACT1","ENSG00000147408","55790"
"LYZL2","ENSG00000151033","119180"
"GCNT4","ENSG00000176928","51301"
"MAT1A","ENSG00000151224","4143"
"PFAS","ENSG00000178921","5198"
"ACADM","ENSG00000117054","34"
"KCNC1","ENSG00000129159","3746"
"MTHFSD","ENSG00000103248","64779"
"HMOX1","ENSG00000100292","3162"
"HAS3","ENSG00000103044","3038"
"AGPAT3","ENSG00000160216","56894"
"SREBF1","ENSG00000072310","6720"
"SLC6A16","ENSG00000063127","28968"
"GALNT11","ENSG00000178234","63917"
"ACYP2","ENSG00000170634","98"
"PIP4K2C","ENSG00000166908","79837"
"ATP13A1","ENSG00000105726","57130"
"SLC38A5","ENSG00000017483","92745"
"SLC35A4","ENSG00000176087","113829"
"DUS1L","ENSG00000169718","64118"
"KCNA5","ENSG00000130037","3741"
"SLC20A1","ENSG00000144136","6574"
"SLC29A2","ENSG00000174669","3177"
"FOLR3","ENSG00000110203","2352"
"OGDHL","ENSG00000197444","55753"
"HGSNAT","ENSG00000165102","138050"
"SLC25A39","ENSG00000013306","51629"
"TNFRSF1A","ENSG00000067182","7132"
"SLC22A18AS","ENSG00000254827","5003"
"SLC22A18AS","ENSG00000274454","5003"
"CHST10","ENSG00000115526","9486"
"ACSM4","ENSG00000215009","341392"
"COMTD1","ENSG00000165644","118881"
"KDM5B","ENSG00000117139","10765"
"UGCG","ENSG00000148154","7357"
"DHCR24","ENSG00000116133","1718"
"CLIC6","ENSG00000159212","54102"
"GCNT1","ENSG00000187210","2650"
"B3GALNT2","ENSG00000162885","148789"
"B3GALNT2","ENSG00000282880","148789"
"DPM1","ENSG00000000419","8813"
"NUDT21","ENSG00000167005","11051"
"GRIN1","ENSG00000176884","2902"
"TCIRG1","ENSG00000110719","10312"
"TRPV3","ENSG00000167723","162514"
"BHMT","ENSG00000145692","635"
"AWAT1","ENSG00000204195","158833"
"ASNS","ENSG00000070669","440"
"PTEN","ENSG00000171862","5728"
"PTEN","ENSG00000284792","5728"
"KCTD17","ENSG00000100379","79734"
"GDE1","ENSG00000006007","51573"
"GYG1","ENSG00000163754","2992"
"SMPDL3A","ENSG00000172594","10924"
"GALNT16","ENSG00000100626","57452"
"CYP2S1","ENSG00000167600","29785"
"SCN1B","ENSG00000105711","6324"
"CYP2W1","ENSG00000073067","54905"
"BEST1","ENSG00000167995","7439"
"SPTLC2","ENSG00000100596","9517"
"ST3GAL5","ENSG00000115525","8869"
"INPP1","ENSG00000151689","3628"
"UGGT1","ENSG00000136731","56886"
"GLRX","ENSG00000173221","2745"
"GRIN3A","ENSG00000198785","116443"
"ATP6V1B2","ENSG00000147416","526"
"VLDLR","ENSG00000147852","7436"
"ATP9A","ENSG00000054793","10079"
"CHST7","ENSG00000147119","56548"
"TNXB","ENSG00000168477","7148"
"TNXB","ENSG00000229353","7148"
"TNXB","ENSG00000236221","7148"
"TNXB","ENSG00000231608","7148"
"TNXB","ENSG00000229341","7148"
"TNXB","ENSG00000206258","7148"
"TNXB","ENSG00000233323","7148"
"TNXB","ENSG00000236236","7148"
"KCNK1","ENSG00000135750","3775"
"EPHX2","ENSG00000120915","2053"
"NOS3","ENSG00000164867","4846"
"GSTCD","ENSG00000138780","79807"
"GTDC1","ENSG00000121964","79712"
"CPE","ENSG00000109472","1363"
"GLDC","ENSG00000178445","2731"
"ABHD14B","ENSG00000114779","84836"
"SLC5A10","ENSG00000154025","125206"
"AMDHD2","ENSG00000162066","51005"
"ECHDC1","ENSG00000093144","55862"
"SLC2A12","ENSG00000146411","154091"
"COX6B1","ENSG00000126267","1340"
"ABCA1","ENSG00000165029","19"
"SLC6A9","ENSG00000196517","6536"
"GALNS","ENSG00000141012","2588"
"FIG4","ENSG00000112367","9896"
"CLCC1","ENSG00000121940","23155"
"COX11","ENSG00000166260","1353"
"EHHADH","ENSG00000113790","1962"
"CACNG5","ENSG00000075429","27091"
"SLC25A4","ENSG00000151729","291"
"RDH5","ENSG00000135437","5959"
"FAR1","ENSG00000197601","84188"
"HSD17B14","ENSG00000087076","51171"
"KCNQ2","ENSG00000075043","3785"
"KCNQ2","ENSG00000281151","3785"
"PIP4K2A","ENSG00000150867","5305"
"SLC14A1","ENSG00000141469","6563"
"LCAT","ENSG00000213398","3931"
"GFPT2","ENSG00000131459","9945"
"DHRS4L1","ENSG00000284898","728635"
"DHRS4L1","ENSG00000285467","728635"
"GLUD1","ENSG00000148672","2746"
"ETFB","ENSG00000105379","2109"
"ABCF3","ENSG00000161204","55324"
"SLC27A2","ENSG00000140284","11001"
"ACY3","ENSG00000132744","91703"
"SCN3B","ENSG00000166257","55800"
"SPTLC3","ENSG00000172296","55304"
"GLT8D1","ENSG00000016864","55830"
"CHSY1","ENSG00000131873","22856"
"PPOX","ENSG00000143224","5498"
"SLC35D1","ENSG00000116704","23169"
"CHIA","ENSG00000134216","27159"
"NDUFA6","ENSG00000184983","4700"
"NDUFA6","ENSG00000277365","4700"
"NDUFA6","ENSG00000273397","4700"
"NDUFA6","ENSG00000272765","4700"
"NDUFA6","ENSG00000281013","4700"
"HSD17B2","ENSG00000086696","3294"
"ATP11C","ENSG00000101974","286410"
"OSBPL11","ENSG00000144909","114885"
"SUCLA2","ENSG00000136143","8803"
"ECI1","ENSG00000167969","1632"
"ELOVL1","ENSG00000066322","64834"
"PRDX1","ENSG00000117450","5052"
"ST8SIA2","ENSG00000140557","8128"
"GMPR","ENSG00000137198","2766"
"CTPS2","ENSG00000047230","56474"
"ENO3","ENSG00000108515","2027"
"SLC25A6","ENSG00000169100","293"
"FUT8","ENSG00000033170","2530"
"IDH3A","ENSG00000166411","3419"
"KCNK16","ENSG00000095981","83795"
"PDE4A","ENSG00000065989","5141"
"NME1","ENSG00000239672","4830"
"PLCB3","ENSG00000149782","5331"
"KLB","ENSG00000134962","152831"
"DDT","ENSG00000099977","1652"
"DDT","ENSG00000275003","1652"
"SFXN1","ENSG00000164466","94081"
"HSD11B1","ENSG00000117594","3290"
"XYLT2","ENSG00000015532","64132"
"MCOLN3","ENSG00000055732","55283"
"SPHK1","ENSG00000176170","8877"
"LYPLA1","ENSG00000120992","10434"
"HSD11B1L","ENSG00000167733","374875"
"CLCN2","ENSG00000114859","1181"
"GLYATL1","ENSG00000166840","92292"
"PI4K2A","ENSG00000155252","55361"
"CHST5","ENSG00000135702","23563"
"SGPL1","ENSG00000166224","8879"
"GLRX5","ENSG00000182512","51218"
"B3GALT6","ENSG00000176022","126792"
"CLIC3","ENSG00000169583","9022"
"ALDH7A1","ENSG00000164904","501"
"MAN2C1","ENSG00000140400","4123"
"FABP9","ENSG00000205186","646480"
"KCND3","ENSG00000171385","3752"
"SLC38A7","ENSG00000103042","55238"
"PNPLA5","ENSG00000100341","150379"
"KCTD1","ENSG00000134504","284252"
"NDUFA4","ENSG00000189043","4697"
"GSTK1","ENSG00000197448","373156"
"CACNA1A","ENSG00000141837","773"
"SLC22A16","ENSG00000004809","85413"
"SLC41A1","ENSG00000133065","254428"
"PLIN4","ENSG00000167676","729359"
"NAPEPLD","ENSG00000161048","222236"
"NAPEPLD","ENSG00000275723","222236"
"DHRS7B","ENSG00000109016","25979"
"NAT14","ENSG00000090971","57106"
"MFSD10","ENSG00000109736","10227"
"P2RX7","ENSG00000089041","5027"
"PNLIP","ENSG00000175535","5406"
"SLC34A3","ENSG00000198569","142680"
"GABRA3","ENSG00000011677","2556"
"ATP6V0D1","ENSG00000159720","9114"
"LYZL4","ENSG00000157093","131375"
"PDE4C","ENSG00000105650","5143"
"PDE4C","ENSG00000285188","5143"
"CYP4V2","ENSG00000145476","285440"
"ACSL4","ENSG00000068366","2182"
"INPP5A","ENSG00000068383","3632"
"VAT1L","ENSG00000171724","57687"
"HMGCL","ENSG00000117305","3155"
"MGST3","ENSG00000143198","4259"
"CYC1","ENSG00000179091","1537"
"ABCB7","ENSG00000131269","22"
"HIF1A","ENSG00000100644","3091"
"SLC10A5","ENSG00000253598","347051"
"SLC10A2","ENSG00000125255","6555"
"SLC25A47","ENSG00000140107","283600"
"PDHA2","ENSG00000163114","5161"
"IDH3B","ENSG00000101365","3420"
"SLC16A7","ENSG00000118596","9194"
"DLST","ENSG00000119689","1743"
"CYP7A1","ENSG00000167910","1581"
"PDE4B","ENSG00000184588","5142"
"ATP2A3","ENSG00000074370","489"
"SLC15A4","ENSG00000139370","121260"
"HMGCR","ENSG00000113161","3156"
"HAO1","ENSG00000101323","54363"
"RYR1","ENSG00000196218","6261"
"GAPDH","ENSG00000111640","2597"
"NUDT16L1","ENSG00000168101","84309"
"ATP2B2","ENSG00000157087","491"
"GALK1","ENSG00000108479","2584"
"IPPK","ENSG00000127080","64768"
"SLC5A3","ENSG00000198743","6526"
"SLC2A6","ENSG00000160326","11182"
"SLC2A6","ENSG00000281165","11182"
"PDE6D","ENSG00000156973","5147"
"DUS3L","ENSG00000141994","56931"
"NAGLU","ENSG00000108784","4669"
"MTRR","ENSG00000124275","4552"
"CRYZ","ENSG00000116791","1429"
"GCLC","ENSG00000001084","2729"
"DDOST","ENSG00000244038","1650"
"ACO2","ENSG00000100412","50"
"PTGES","ENSG00000148344","9536"
"PLA2G6","ENSG00000184381","8398"
"PKD2","ENSG00000118762","5311"
"KCNH3","ENSG00000135519","23416"
"TST","ENSG00000128311","7263"
"PIGC","ENSG00000135845","5279"
"COX17","ENSG00000138495","10063"
"DGAT2L6","ENSG00000184210","347516"
"SMPD1","ENSG00000166311","6609"
"PGM3","ENSG00000013375","5238"
"CACNA2D1","ENSG00000153956","781"
"IMPDH1","ENSG00000106348","3614"
"GSR","ENSG00000104687","2936"
"SLC25A32","ENSG00000164933","81034"
"PPAT","ENSG00000128059","5471"
"SDR42E1","ENSG00000184860","93517"
"MAN1C1","ENSG00000117643","57134"
"CERS6","ENSG00000172292","253782"
