"ENSEMBL","efflen"
"ENSG00000257675",1352
"ENSG00000257664",491
"ENSG00000174718",6646
"ENSG00000274979",5309
"ENSG00000257864",573
"ENSG00000257779",327
"ENSG00000233560",1433
"ENSG00000258074",636
"ENSG00000257784",1725
"ENSG00000165966",4872
"ENSG00000273805",1315
"ENSG00000257634",700
"ENSG00000257807",1034
"ENSG00000152944",3632
"ENSG00000276390",517
"ENSG00000257865",311
"ENSG00000173451",5240
"ENSG00000213272",800
"ENSG00000258096",627
"ENSG00000118596",13703
"ENSG00000286563",1743
"ENSG00000257125",433
"ENSG00000257364",773
"ENSG00000257265",541
"ENSG00000256075",1162
"ENSG00000258245",303
"ENSG00000234925",475
"ENSG00000257531",354
"ENSG00000256037",604
"ENSG00000257159",633
"ENSG00000257165",718
"ENSG00000257808",481
"ENSG00000188646",368
"ENSG00000175215",5432
"ENSG00000255745",2525
"ENSG00000166896",3327
"ENSG00000058272",11864
"ENSG00000250517",3350
"ENSG00000139626",4451
"ENSG00000245651",5859
"ENSG00000139291",6494
"ENSG00000256879",525
"ENSG00000257858",861
"ENSG00000256070",1108
"ENSG00000258077",1385
"ENSG00000279444",333
"ENSG00000161638",7383
"ENSG00000111058",18465
"ENSG00000257557",3234
"ENSG00000257905",233
"ENSG00000257475",536
"ENSG00000213270",860
"ENSG00000255970",3135
"ENSG00000257308",1779
"ENSG00000258320",1386
"ENSG00000258088",742
"ENSG00000167779",1346
"ENSG00000286043",1034
"ENSG00000172867",2569
"ENSG00000258214",348
"ENSG00000276727",701
"ENSG00000177425",11530
"ENSG00000258090",724
"ENSG00000111110",7164
"ENSG00000258271",430
"ENSG00000270858",844
"ENSG00000257668",967
"ENSG00000139644",6186
"ENSG00000257332",933
"ENSG00000258071",489
"ENSG00000258170",459
"ENSG00000257998",814
"ENSG00000110934",3986
"ENSG00000127325",6863
"ENSG00000139629",7347
"ENSG00000133639",4855
"ENSG00000257677",1059
"ENSG00000286576",578
"ENSG00000257235",535
"ENSG00000257400",420
"ENSG00000111605",8050
"ENSG00000256393",78
"ENSG00000258035",3109
"ENSG00000288102",872
"ENSG00000257802",1201
"ENSG00000258365",1116
"ENSG00000285191",538
"ENSG00000258292",393
"ENSG00000257953",610
"ENSG00000258016",275
"ENSG00000258312",521
"ENSG00000257454",544
"ENSG00000257239",499
"ENSG00000256917",177
"ENSG00000286591",2108
"ENSG00000133640",8793
"ENSG00000257666",521
"ENSG00000257183",529
"ENSG00000153233",5037
"ENSG00000258846",1362
"ENSG00000203585",2954
"ENSG00000258338",742
"ENSG00000172819",5127
"ENSG00000279505",117
"ENSG00000258066",376
"ENSG00000258303",779
"ENSG00000090382",1724
"ENSG00000067798",13278
"ENSG00000257477",454
"ENSG00000175782",23252
"ENSG00000271142",658
"ENSG00000166211",1217
"ENSG00000257837",277
"ENSG00000271496",205
"ENSG00000257194",926
"ENSG00000258048",354
"ENSG00000258162",9191
"ENSG00000258336",777
"ENSG00000257434",3188
"ENSG00000185958",8296
"ENSG00000283422",2982
"ENSG00000274021",2257
"ENSG00000257256",325
"ENSG00000258357",780
"ENSG00000274902",444
"ENSG00000277130",682
"ENSG00000258084",3246
"ENSG00000180318",1332
"ENSG00000257787",979
"ENSG00000257729",1065
"ENSG00000197651",3244
"ENSG00000258064",771
"ENSG00000167768",2488
"ENSG00000171310",6492
"ENSG00000257431",3141
"ENSG00000257818",1089
"ENSG00000257113",280
"ENSG00000257202",564
"ENSG00000256355",715
"ENSG00000257741",1790
"ENSG00000066084",10351
"ENSG00000242922",478
"ENSG00000135655",19418
"ENSG00000258068",565
"ENSG00000139287",6929
"ENSG00000257580",609
"ENSG00000257283",540
"ENSG00000288530",527
"ENSG00000240087",888
"ENSG00000133773",3518
"ENSG00000257943",3173
"ENSG00000257219",2108
"ENSG00000257835",652
"ENSG00000257790",1213
"ENSG00000257824",577
"ENSG00000050438",17920
"ENSG00000246985",4441
"ENSG00000111530",13580
"ENSG00000271272",732
"ENSG00000136010",9493
"ENSG00000079337",12106
"ENSG00000275481",3271
"ENSG00000257746",2985
"ENSG00000111581",8103
"ENSG00000167780",2073
"ENSG00000258375",1125
"ENSG00000139318",3859
"ENSG00000258044",667
"ENSG00000127720",3644
"ENSG00000241825",679
"ENSG00000257124",569
"ENSG00000111145",4644
"ENSG00000151572",4997
"ENSG00000286259",2828
"ENSG00000180263",10044
"ENSG00000257764",599
"ENSG00000258815",519
"ENSG00000257515",577
"ENSG00000196091",7455
"ENSG00000257747",1375
"ENSG00000236349",1296
"ENSG00000257438",753
"ENSG00000256172",741
"ENSG00000259125",879
"ENSG00000257879",1010
"ENSG00000257119",348
"ENSG00000059758",6467
"ENSG00000258026",904
"ENSG00000241917",459
"ENSG00000255772",715
"ENSG00000111647",6646
"ENSG00000174600",5666
"ENSG00000288092",402
"ENSG00000120860",2654
"ENSG00000278896",2523
"ENSG00000253719",7596
"ENSG00000256614",478
"ENSG00000111670",9774
"ENSG00000257609",679
"ENSG00000084110",5146
"ENSG00000257539",1805
"ENSG00000257528",1455
"ENSG00000257682",729
"ENSG00000189182",4013
"ENSG00000139354",7425
"ENSG00000258086",546
"ENSG00000257467",2030
"ENSG00000064115",5504
"ENSG00000271382",2773
"ENSG00000243071",480
"ENSG00000270506",484
"ENSG00000257875",493
"ENSG00000242850",445
"ENSG00000166226",4230
"ENSG00000179104",8323
"ENSG00000258018",4898
"ENSG00000136044",5088
"ENSG00000257512",1133
"ENSG00000256915",1337
"ENSG00000258359",511
"ENSG00000256325",374
"ENSG00000057704",6512
"ENSG00000256077",574
"ENSG00000237766",1125
"ENSG00000258102",1925
"ENSG00000257169",377
"ENSG00000256678",469
"ENSG00000227423",905
"ENSG00000151233",7492
"ENSG00000012822",8898
"ENSG00000257849",256
"ENSG00000257979",214
"ENSG00000279190",4547
"ENSG00000240631",353
"ENSG00000080371",16048
"ENSG00000257629",219
"ENSG00000287957",3876
"ENSG00000257519",553
"ENSG00000214198",6495
"ENSG00000257514",699
"ENSG00000257128",465
"ENSG00000257855",362
"ENSG00000257517",435
"ENSG00000258193",331
"ENSG00000257360",1261
"ENSG00000257587",342
"ENSG00000165972",4957
"ENSG00000286903",1301
"ENSG00000257325",386
"ENSG00000182379",2151
"ENSG00000243164",374
"ENSG00000111252",5707
"ENSG00000286069",3591
"ENSG00000139651",9060
"ENSG00000256750",1057
"ENSG00000257611",2434
"ENSG00000257803",1454
"ENSG00000257761",2606
"ENSG00000196243",1406
"ENSG00000258358",1254
"ENSG00000012504",3628
"ENSG00000239201",478
"ENSG00000286056",2323
"ENSG00000258033",1256
"ENSG00000257703",2940
"ENSG00000244266",435
"ENSG00000258230",642
"ENSG00000151135",4768
"ENSG00000258183",2841
"ENSG00000257300",542
"ENSG00000091039",9198
"ENSG00000177889",5954
"ENSG00000135426",5044
"ENSG00000258205",117
"ENSG00000258337",493
"ENSG00000139133",4202
"ENSG00000049130",6205
"ENSG00000139218",14035
"ENSG00000257222",374
"ENSG00000257750",680
"ENSG00000280110",255
"ENSG00000258272",379
"ENSG00000257146",247
"ENSG00000285030",629
"ENSG00000256465",333
"ENSG00000258240",2489
"ENSG00000136040",10033
"ENSG00000274029",651
"ENSG00000271379",691
"ENSG00000257642",549
"ENSG00000271579",1121
"ENSG00000258128",2406
"ENSG00000111046",1329
"ENSG00000120832",3634
"ENSG00000111142",4491
"ENSG00000283459",3032
"ENSG00000277851",859
"ENSG00000170627",2524
"ENSG00000257541",484
"ENSG00000061987",16014
"ENSG00000257231",266
"ENSG00000270482",611
"ENSG00000257181",785
"ENSG00000013503",4768
"ENSG00000183283",5299
"ENSG00000255814",674
"ENSG00000241045",753
"ENSG00000257373",552
"ENSG00000274560",449
"ENSG00000257470",1224
"ENSG00000175183",5842
"ENSG00000258007",557
"ENSG00000123360",7367
"ENSG00000174989",5209
"ENSG00000257915",1390
"ENSG00000120833",6477
"ENSG00000247903",2549
"ENSG00000136026",3666
"ENSG00000258216",2134
"ENSG00000102189",10150
"ENSG00000258131",573
"ENSG00000111785",7769
"ENSG00000277840",690
"ENSG00000271177",235
"ENSG00000257359",570
"ENSG00000257543",379
"ENSG00000257648",172
"ENSG00000237176",475
"ENSG00000008405",4782
"ENSG00000165891",6291
"ENSG00000188026",8671
"ENSG00000258294",1091
"ENSG00000258153",308
"ENSG00000214039",5374
"ENSG00000139324",7327
"ENSG00000279134",3100
"ENSG00000286434",556
"ENSG00000258332",2443
"ENSG00000257912",777
"ENSG00000257718",526
"ENSG00000257568",848
"ENSG00000075035",6740
"ENSG00000111727",6699
"ENSG00000239397",648
"ENSG00000255618",741
"ENSG00000257820",286
"ENSG00000256870",4009
"ENSG00000186076",765
"ENSG00000188596",12914
"ENSG00000274598",664
"ENSG00000258177",525
"ENSG00000276900",2088
"ENSG00000276308",1749
"ENSG00000258308",1346
"ENSG00000258355",312
"ENSG00000286678",2214
"ENSG00000258053",565
"ENSG00000279798",715
"ENSG00000258123",1256
"ENSG00000239413",251
"ENSG00000257405",297
"ENSG00000287030",1300
"ENSG00000257476",474
"ENSG00000274879",179
"ENSG00000251138",8969
"ENSG00000258173",34
"ENSG00000075188",3488
"ENSG00000279411",2029
"ENSG00000256353",36
"ENSG00000257545",2419
"ENSG00000256234",699
"ENSG00000238168",395
"ENSG00000089053",12259
"ENSG00000257940",554
"ENSG00000257603",559
"ENSG00000258115",819
"ENSG00000111144",7405
"ENSG00000074527",4365
"ENSG00000256151",1277
"ENSG00000257294",989
"ENSG00000287237",636
"ENSG00000258140",1749
"ENSG00000211584",4912
"ENSG00000286476",748
"ENSG00000127314",16926
"ENSG00000257407",785
"ENSG00000278112",467
"ENSG00000136014",5372
"ENSG00000088992",1926
"ENSG00000257920",576
"ENSG00000122965",5866
"ENSG00000111726",1974
"ENSG00000258313",369
"ENSG00000198812",2344
"ENSG00000287136",958
"ENSG00000257995",310
"ENSG00000277715",2028
"ENSG00000110931",7173
"ENSG00000139344",2652
"ENSG00000258435",552
"ENSG00000171759",7378
"ENSG00000151131",25882
"ENSG00000279128",1973
"ENSG00000276972",421
"ENSG00000257210",481
"ENSG00000111707",5558
"ENSG00000257910",571
"ENSG00000256664",439
"ENSG00000111049",1540
"ENSG00000241744",736
"ENSG00000179941",3568
"ENSG00000256494",974
"ENSG00000280196",595
"ENSG00000257548",502
"ENSG00000235872",777
"ENSG00000240991",474
"ENSG00000169372",4276
"ENSG00000257997",390
"ENSG00000287454",4706
"ENSG00000256843",141
"ENSG00000287229",2201
"ENSG00000258179",265
"ENSG00000183273",3433
"ENSG00000258285",1053
"ENSG00000173598",10078
"ENSG00000287014",1321
"ENSG00000166046",6616
"ENSG00000279993",2500
"ENSG00000257410",1431
"ENSG00000258172",493
"ENSG00000185610",2806
"ENSG00000136048",3940
"ENSG00000257289",219
"ENSG00000286907",2169
"ENSG00000257164",811
"ENSG00000139767",12227
"ENSG00000127324",2419
"ENSG00000123384",20859
"ENSG00000234040",318
"ENSG00000279171",545
"ENSG00000257586",305
"ENSG00000251536",1986
"ENSG00000274859",328
"ENSG00000257696",418
"ENSG00000123338",10560
"ENSG00000256810",2028
"ENSG00000257444",453
"ENSG00000258288",440
"ENSG00000255968",775
"ENSG00000255750",2399
"ENSG00000248636",1469
"ENSG00000258225",475
"ENSG00000241556",465
"ENSG00000258274",1949
"ENSG00000182870",7209
"ENSG00000256149",570
"ENSG00000277173",1120
"ENSG00000249873",2172
"ENSG00000257157",169
"ENSG00000120800",10030
"ENSG00000281333",973
"ENSG00000139292",5223
"ENSG00000257715",656
"ENSG00000256502",145
"ENSG00000257386",375
"ENSG00000136021",7472
"ENSG00000214043",6453
"ENSG00000244436",304
"ENSG00000255595",6431
"ENSG00000111452",14718
"ENSG00000286008",514
"ENSG00000257890",632
"ENSG00000280150",539
"ENSG00000258171",2720
"ENSG00000184209",4693
"ENSG00000257958",1538
"ENSG00000189238",8927
"ENSG00000275759",590
"ENSG00000274427",239
"ENSG00000261650",577
"ENSG00000257220",668
"ENSG00000280024",427
"ENSG00000256971",842
"ENSG00000275212",4987
"ENSG00000280398",700
"ENSG00000257847",273
"ENSG00000284687",219
"ENSG00000257199",591
"ENSG00000256223",5541
"ENSG00000257918",809
"ENSG00000256115",4367
"ENSG00000282964",547
"ENSG00000241656",380
"ENSG00000215208",1297
"ENSG00000257345",1251
"ENSG00000084112",14538
"ENSG00000279704",468
"ENSG00000277011",1793
"ENSG00000257991",363
"ENSG00000120805",4935
"ENSG00000255919",466
"ENSG00000279630",408
"ENSG00000257336",301
"ENSG00000284673",219
"ENSG00000278011",334
"ENSG00000256643",552
"ENSG00000286248",3578
"ENSG00000256825",1374
"ENSG00000260030",429
"ENSG00000287714",1932
"ENSG00000123104",13909
"ENSG00000189046",2290
"ENSG00000240759",252
"ENSG00000223722",402
"ENSG00000135090",10532
"ENSG00000258220",1264
"ENSG00000089220",1514
"ENSG00000258251",352
"ENSG00000287311",2914
"ENSG00000257323",300
"ENSG00000280051",480
"ENSG00000280272",426
"ENSG00000279023",465
"ENSG00000256551",2387
"ENSG00000139352",2481
"ENSG00000135093",5142
"ENSG00000240342",879
"ENSG00000284848",8990
"ENSG00000256943",1819
"ENSG00000257259",4356
"ENSG00000287365",1831
"ENSG00000111249",7507
"ENSG00000256193",7185
"ENSG00000241423",488
"ENSG00000277223",446
"ENSG00000242314",494
"ENSG00000213250",1226
"ENSG00000256085",739
"ENSG00000257781",441
"ENSG00000276487",1437
"ENSG00000135678",7535
"ENSG00000256136",363
"ENSG00000204603",4240
"ENSG00000258034",501
"ENSG00000256542",3039
"ENSG00000244390",726
"ENSG00000110887",3883
"ENSG00000257281",1133
"ENSG00000250280",3457
"ENSG00000173093",2184
"ENSG00000257046",3774
"ENSG00000250748",4293
"ENSG00000280217",2013
"ENSG00000258133",543
"ENSG00000286386",1923
"ENSG00000256310",379
"ENSG00000280002",1717
"ENSG00000255916",476
"ENSG00000286016",1620
"ENSG00000257288",1205
"ENSG00000151136",7916
"ENSG00000258215",554
"ENSG00000278916",2482
"ENSG00000257683",497
"ENSG00000226356",1109
"ENSG00000256125",331
"ENSG00000273824",1407
"ENSG00000279952",691
"ENSG00000256659",2690
"ENSG00000280364",589
"ENSG00000255998",2131
"ENSG00000257711",4370
"ENSG00000279746",2697
"ENSG00000255900",211
"ENSG00000256484",532
"ENSG00000286991",1464
"ENSG00000278872",1645
"ENSG00000111245",1417
"ENSG00000230294",2009
"ENSG00000255944",419
"ENSG00000255853",802
"ENSG00000270445",336
"ENSG00000255704",259
"ENSG00000287982",1328
"ENSG00000256417",1604
"ENSG00000258099",485
"ENSG00000280319",514
"ENSG00000257758",1279
"ENSG00000287792",2584
"ENSG00000089169",10276
"ENSG00000279113",428
"ENSG00000278866",349
"ENSG00000279180",898
"ENSG00000257595",374
"ENSG00000255866",1026
"ENSG00000257025",564
"ENSG00000089041",5546
"ENSG00000241765",340
"ENSG00000249345",7796
"ENSG00000275232",464
"ENSG00000151952",7434
"ENSG00000198270",7989
"ENSG00000257817",2472
"ENSG00000286520",4270
"ENSG00000179520",4273
"ENSG00000256292",1550
"ENSG00000255714",536
"ENSG00000286394",758
"ENSG00000257773",1110
"ENSG00000185482",2091
"ENSG00000089234",4656
"ENSG00000286246",1157
"ENSG00000248703",1315
"ENSG00000257507",423
"ENSG00000111666",5991
"ENSG00000241590",548
"ENSG00000256286",1285
"ENSG00000286354",513
"ENSG00000286410",1674
"ENSG00000258343",1287
"ENSG00000256597",2318
"ENSG00000256287",431
"ENSG00000135111",5960
"ENSG00000287112",1638
"ENSG00000275409",553
"ENSG00000272963",733
"ENSG00000255923",958
"ENSG00000166111",7098
"ENSG00000258117",474
"ENSG00000283582",619
"ENSG00000272369",448
"ENSG00000258346",600
"ENSG00000286791",1278
"ENSG00000257327",674
"ENSG00000227059",2145
"ENSG00000278266",2933
"ENSG00000257859",3195
"ENSG00000256022",2634
"ENSG00000256218",1727
"ENSG00000255757",518
"ENSG00000176834",8361
"ENSG00000256630",736
"ENSG00000139351",3829
"ENSG00000213344",471
"ENSG00000256714",389
"ENSG00000258830",2107
"ENSG00000287622",689
"ENSG00000286233",989
"ENSG00000256137",392
"ENSG00000287339",718
"ENSG00000111696",8759
"ENSG00000256362",951
"ENSG00000286922",1395
"ENSG00000257021",289
"ENSG00000271642",643
"ENSG00000256496",912
"ENSG00000256146",3387
"ENSG00000256209",1591
"ENSG00000111790",5884
"ENSG00000271963",392
"ENSG00000258108",1673
"ENSG00000256849",1498
"ENSG00000279388",4191
"ENSG00000286462",2664
"ENSG00000257754",413
"ENSG00000256888",959
"ENSG00000257726",843
"ENSG00000286662",5956
"ENSG00000279475",349
"ENSG00000257035",502
"ENSG00000255945",556
"ENSG00000173208",6290
"ENSG00000288523",2951
"ENSG00000127337",1781
"ENSG00000199912",107
"ENSG00000201780",107
"ENSG00000223042",305
"ENSG00000201663",102
"ENSG00000278459",303
"ENSG00000201549",109
"ENSG00000251747",62
"ENSG00000251908",110
"ENSG00000212358",108
"ENSG00000283475",85
"ENSG00000199551",104
"ENSG00000283665",96
"ENSG00000206662",113
"ENSG00000200105",104
"ENSG00000240481",296
"ENSG00000207010",103
"ENSG00000212172",161
"ENSG00000201624",102
"ENSG00000212549",136
"ENSG00000283603",60
"ENSG00000272435",119
"ENSG00000253016",102
"ENSG00000252364",118
"ENSG00000222950",283
"ENSG00000274293",89
"ENSG00000251781",94
"ENSG00000199556",118
"ENSG00000201788",102
"ENSG00000199843",117
"ENSG00000201708",113
"ENSG00000207026",107
"ENSG00000221604",71
"ENSG00000212496",107
"ENSG00000252204",103
"ENSG00000199571",134
"ENSG00000252421",133
"ENSG00000238669",107
"ENSG00000212475",106
"ENSG00000253053",295
"ENSG00000251931",100
"ENSG00000251822",114
"ENSG00000222210",313
"ENSG00000212599",101
"ENSG00000202471",151
"ENSG00000252607",118
"ENSG00000221365",73
"ENSG00000200814",107
"ENSG00000252660",102
"ENSG00000200296",164
"ENSG00000275881",274
"ENSG00000284360",96
"ENSG00000274459",279
"ENSG00000266185",298
"ENSG00000207136",104
"ENSG00000212461",129
"ENSG00000278108",69
"ENSG00000252415",109
"ENSG00000200183",106
"ENSG00000200428",117
"ENSG00000223273",298
"ENSG00000207387",102
"ENSG00000251893",153
"ENSG00000199245",109
"ENSG00000238302",63
"ENSG00000252850",158
"ENSG00000264405",102
"ENSG00000206650",142
"ENSG00000201809",135
"ENSG00000201942",115
"ENSG00000243015",282
"ENSG00000283677",100
"ENSG00000252770",62
"ENSG00000207763",97
"ENSG00000208022",98
"ENSG00000265227",74
"ENSG00000199172",94
"ENSG00000207365",107
"ENSG00000212448",98
"ENSG00000202470",103
"ENSG00000212535",108
"ENSG00000266099",71
"ENSG00000201502",80
"ENSG00000265861",66
"ENSG00000202534",107
"ENSG00000252220",103
"ENSG00000207414",107
"ENSG00000200011",102
"ENSG00000277062",299
"ENSG00000244091",285
"ENSG00000252366",118
"ENSG00000265917",62
"ENSG00000201435",139
"ENSG00000252863",60
"ENSG00000202249",116
"ENSG00000206929",108
"ENSG00000199895",101
"ENSG00000201296",143
"ENSG00000223046",108
"ENSG00000221148",125
"ENSG00000283818",122
"ENSG00000244391",307
"ENSG00000283476",62
"ENSG00000222544",107
"ENSG00000263890",66
"ENSG00000222255",104
"ENSG00000199933",111
"ENSG00000201168",116
"ENSG00000222932",93
"ENSG00000206899",107
"ENSG00000222579",95
"ENSG00000264978",297
"ENSG00000222890",103
"ENSG00000200060",121
"ENSG00000199506",107
"ENSG00000202368",102
"ENSG00000264037",67
"ENSG00000200897",81
"ENSG00000252459",95
"ENSG00000273700",68
"ENSG00000238609",63
"ENSG00000283507",143
"ENSG00000207622",99
"ENSG00000221476",66
"ENSG00000201042",131
"ENSG00000200665",107
"ENSG00000206790",103
"ENSG00000253080",95
"ENSG00000273499",128
"ENSG00000222302",125
"ENSG00000207967",95
"ENSG00000266610",264
"ENSG00000223126",309
"ENSG00000252827",287
"ENSG00000272215",63
"ENSG00000199809",125
"ENSG00000240205",289
"ENSG00000212138",115
"ENSG00000284402",80
"ENSG00000199584",112
"ENSG00000253089",175
"ENSG00000212251",112
"ENSG00000200112",71
"ENSG00000238443",95
"ENSG00000265635",87
"ENSG00000239190",104
"ENSG00000244112",303
"ENSG00000264295",84
"ENSG00000221479",70
"ENSG00000201324",107
"ENSG00000251844",92
"ENSG00000207586",100
"ENSG00000273942",136
"ENSG00000274230",109
"ENSG00000275231",107
"ENSG00000273570",126
"ENSG00000275971",203
"ENSG00000274819",268
"ENSG00000278802",165
"ENSG00000276398",193
"ENSG00000277081",154
"ENSG00000265061",68
"ENSG00000266043",66
"ENSG00000006831",5831
"ENSG00000271500",1979
"ENSG00000285627",3470
"ENSG00000243663",781
"ENSG00000151062",7463
"ENSG00000287698",687
"ENSG00000166159",4278
"ENSG00000235049",2350
"ENSG00000151065",4610
"ENSG00000203593",629
"ENSG00000256837",687
"ENSG00000282022",455
"ENSG00000111752",6134
"ENSG00000003056",3585
"ENSG00000139187",2593
"ENSG00000257105",496
"ENSG00000213049",950
"ENSG00000255776",901
"ENSG00000214851",4091
"ENSG00000245105",2948
"ENSG00000256937",863
"ENSG00000256720",508
"ENSG00000126838",6252
"ENSG00000256817",492
"ENSG00000283429",85
"ENSG00000231503",346
"ENSG00000222982",312
"ENSG00000255830",375
"ENSG00000258244",609
"ENSG00000258254",366
"ENSG00000199220",114
"ENSG00000089225",4443
"ENSG00000201198",108
"ENSG00000258001",548
"ENSG00000175189",3202
"ENSG00000287200",2042
"ENSG00000111087",4560
"ENSG00000123329",5118
"ENSG00000166986",7028
"ENSG00000284152",63
"ENSG00000285133",105
"ENSG00000208028",97
"ENSG00000166987",5566
"ENSG00000166908",3299
"ENSG00000178498",4087
"ENSG00000240771",3391
"ENSG00000224713",2600
"ENSG00000287908",3105
"ENSG00000135454",7888
"ENSG00000242990",586
"ENSG00000257342",699
"ENSG00000255737",1500
"ENSG00000135452",5251
"ENSG00000135446",3094
"ENSG00000283621",65
"ENSG00000139266",4004
"ENSG00000037897",1947
"ENSG00000123427",3158
"ENSG00000257921",2514
"ENSG00000123297",3210
"ENSG00000270039",578
"ENSG00000206749",107
"ENSG00000269903",433
"ENSG00000229899",374
"ENSG00000258167",356
"ENSG00000207492",107
"ENSG00000257680",1087
"ENSG00000266923",1968
"ENSG00000258262",865
"ENSG00000240721",795
"ENSG00000165805",5609
"ENSG00000133641",6395
"ENSG00000252747",78
"ENSG00000257752",703
"ENSG00000158113",2769
"ENSG00000204671",927
"ENSG00000176383",4552
"ENSG00000256861",2748
"ENSG00000139719",7466
"ENSG00000214760",476
"ENSG00000257097",1809
"ENSG00000227825",3311
"ENSG00000225185",492
"ENSG00000212443",249
"ENSG00000166130",4163
"ENSG00000120802",8498
"ENSG00000139194",3027
"ENSG00000200345",107
"ENSG00000256967",1179
"ENSG00000139182",6730
"ENSG00000285770",724
"ENSG00000255572",651
"ENSG00000256480",238
"ENSG00000258012",1195
"ENSG00000257195",928
"ENSG00000279551",1396
"ENSG00000247131",2794
"ENSG00000258052",548
"ENSG00000166268",3601
"ENSG00000257241",434
"ENSG00000257139",578
"ENSG00000287132",2181
"ENSG00000279530",2733
"ENSG00000135643",4860
"ENSG00000222405",140
"ENSG00000175899",6318
"ENSG00000166148",6222
"ENSG00000174099",7405
"ENSG00000235162",2693
"ENSG00000284791",1430
"ENSG00000205810",1145
"ENSG00000090612",14096
"ENSG00000127334",9470
"ENSG00000136051",7694
"ENSG00000111700",3542
"ENSG00000166006",6443
"ENSG00000133858",9432
"ENSG00000139350",4465
"ENSG00000111077",7964
"ENSG00000177406",4356
"ENSG00000256672",496
"ENSG00000221439",126
"ENSG00000285704",1161
"ENSG00000002016",4503
"ENSG00000250132",3669
"ENSG00000111684",4693
"ENSG00000239701",291
"ENSG00000257078",486
"ENSG00000159403",5803
"ENSG00000139197",5488
"ENSG00000139438",4113
"ENSG00000255650",1068
"ENSG00000263510",89
"ENSG00000256351",343
"ENSG00000241413",296
"ENSG00000249094",728
"ENSG00000202034",98
"ENSG00000221949",1940
"ENSG00000257354",8693
"ENSG00000199179",84
"ENSG00000241941",403
"ENSG00000111199",3876
"ENSG00000139433",2746
"ENSG00000255892",525
"ENSG00000255960",478
"ENSG00000256138",673
"ENSG00000139151",3431
"ENSG00000255993",1335
"ENSG00000255648",572
"ENSG00000177938",1070
"ENSG00000139144",6090
"ENSG00000083782",1802
"ENSG00000139329",2671
"ENSG00000011465",12941
"ENSG00000258148",234
"ENSG00000257452",575
"ENSG00000258159",492
"ENSG00000111775",1339
"ENSG00000111780",552
"ENSG00000170855",1411
"ENSG00000257218",4416
"ENSG00000219355",367
"ENSG00000088986",2931
"ENSG00000278344",356
"ENSG00000110871",2501
"ENSG00000222601",89
"ENSG00000241030",453
"ENSG00000167272",2177
"ENSG00000242137",534
"ENSG00000199394",99
"ENSG00000239617",396
"ENSG00000272822",1336
"ENSG00000139537",2374
"ENSG00000134285",4957
"ENSG00000169884",2601
"ENSG00000200303",104
"ENSG00000181418",3815
"ENSG00000258283",279
"ENSG00000167550",1299
"ENSG00000277672",277
"ENSG00000139549",4683
"ENSG00000257346",839
"ENSG00000123416",3574
"ENSG00000200309",95
"ENSG00000274017",279
"ENSG00000134287",4938
"ENSG00000219410",2399
"ENSG00000252186",101
"ENSG00000270068",455
"ENSG00000111652",2840
"ENSG00000269892",657
"ENSG00000089692",3056
"ENSG00000244532",308
"ENSG00000010610",4557
"ENSG00000250510",3216
"ENSG00000110811",4600
"ENSG00000111664",3437
"ENSG00000240370",1783
"ENSG00000010626",3052
"ENSG00000275703",461
"ENSG00000111674",4281
"ENSG00000111676",5116
"ENSG00000111678",1806
"ENSG00000238923",63
"ENSG00000111679",5009
"ENSG00000207713",68
"ENSG00000207708",95
"ENSG00000271969",434
"ENSG00000238795",270
"ENSG00000111669",2700
"ENSG00000204842",16540
"ENSG00000139163",13301
"ENSG00000284934",2351
"ENSG00000258091",255
"ENSG00000243420",298
"ENSG00000257329",358
"ENSG00000198923",197
"ENSG00000257453",569
"ENSG00000257839",779
"ENSG00000187109",17059
"ENSG00000257941",578
"ENSG00000258304",390
"ENSG00000257872",1186
"ENSG00000252858",105
"ENSG00000078237",9444
"ENSG00000213970",992
"ENSG00000118972",4713
"ENSG00000118971",7988
"ENSG00000135414",8801
"ENSG00000205323",3365
"ENSG00000257390",2534
"ENSG00000257509",529
"ENSG00000123353",2688
"ENSG00000123342",4672
"ENSG00000257966",2555
"ENSG00000257569",319
"ENSG00000065357",10098
"ENSG00000273973",560
"ENSG00000258554",565
"ENSG00000184574",2771
"ENSG00000111644",2816
"ENSG00000111653",2709
"ENSG00000258679",3942
"ENSG00000273536",301
"ENSG00000258816",193
"ENSG00000212383",134
"ENSG00000170426",1789
"ENSG00000278400",309
"ENSG00000278399",926
"ENSG00000287715",2893
"ENSG00000166856",3411
"ENSG00000166860",6268
"ENSG00000166863",1571
"ENSG00000166866",4450
"ENSG00000166881",5730
"ENSG00000166886",2861
"ENSG00000166888",7298
"ENSG00000061273",9928
"ENSG00000268069",1080
"ENSG00000276691",546
"ENSG00000274737",516
"ENSG00000257488",944
"ENSG00000111424",5674
"ENSG00000205537",1287
"ENSG00000278385",1744
"ENSG00000279840",2973
"ENSG00000134291",3475
"ENSG00000139219",6662
"ENSG00000258203",1044
"ENSG00000257985",3112
"ENSG00000257955",962
"ENSG00000240399",779
"ENSG00000222635",110
"ENSG00000226138",360
"ENSG00000275770",71
"ENSG00000266655",126
"ENSG00000247373",8279
"ENSG00000086598",3833
"ENSG00000111364",5716
"ENSG00000206897",133
"ENSG00000111361",3627
"ENSG00000111358",3994
"ENSG00000279953",1418
"ENSG00000278861",601
"ENSG00000255839",321
"ENSG00000185344",17214
