"","SYMBOL","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig","ENSEMBL","ENTREZID"
"1372","CYB561",4500.82409661499,0.150898510668756,0.104091016409946,1.44967852052157,0.147148188247081,0.357429922994808,"none","ENSG00000008283",1534
"1373","VAT1",4442.46814519191,0.238497642019183,0.164519434005694,1.44966242718127,0.147152678198789,0.357429922994808,"none","ENSG00000108828",10493
"1374","COX5A",1861.59070132007,0.191906055205833,0.132600707521984,1.44724759612626,0.147827590366756,0.358526221381014,"none","ENSG00000178741",9377
"1375","KCNN4",1084.21498264939,-0.1480931043791,0.102544932933387,-1.44417769013805,0.148688998805859,0.360070835097654,"none","ENSG00000104783",3783
"1376","CACNB1",375.658253956152,0.317287681103283,0.219973980118879,1.44238732659114,0.14919313707278,0.360928546430047,"none","ENSG00000067191",782
"1377","ENTPD3",153.059434529946,-0.311139251761948,0.215837362145366,-1.4415449145102,0.149430797964915,0.361204152072107,"none","ENSG00000168032",956
"1378","PLCD4",7.0179036478063,-1.04632216775581,0.726966029653852,-1.43929994673069,0.150065557937627,0.3622542948699,"none","ENSG00000115556",84812
"1379","SLC20A1",1838.56071703688,-0.230072867211809,0.159880884233305,-1.43902673740581,0.150142947455799,0.362341106452772,"none","ENSG00000144136",6574
"1380","PDXP",30.6330125922686,-0.591148070875965,0.411721379003195,-1.43579639295675,0.151060286520445,0.36392901520233,"none","ENSG00000241360",57026
"1381","PCYOX1",3205.46270382042,-0.174054164717505,0.121282814267915,-1.43510987742268,0.151255789314153,0.364204603806525,"none","ENSG00000116005",51449
"1382","PCYT1B",2.74171402497973,-1.77360270579481,1.23800803341074,-1.43262616875634,0.151964699128366,0.365278921277174,"none","ENSG00000102230",9468
"1383","MPST",685.20973691001,0.196965914900017,0.13763130572714,1.43111273891793,0.152397906898422,0.365895694843282,"none","ENSG00000128309",4357
"1384","SUCLG2",507.09353667865,-0.220853823196201,0.154504840943572,-1.42942979551599,0.152880739680195,0.366583946017308,"none","ENSG00000172340",8801
"1385","FUT4",152.558976325237,0.303246813960598,0.212201510681198,1.42905115513613,0.152989530980876,0.366611327071433,"none","ENSG00000196371",2526
"1386","AOC2",29.9880112134864,0.5110085248657,0.3575661722012,1.42912994738819,0.152966887467772,0.366611327071433,"none","ENSG00000131480",314
"1387","KCNH3",50.5563930419984,0.407860884116653,0.285641027336135,1.4278792088109,0.153326628913822,0.367292837739895,"none","ENSG00000135519",23416
"1388","B3GNT4",83.7410768211818,-0.346597035060476,0.242796356588568,-1.42752156552252,0.153429613625163,0.367304820857474,"none","ENSG00000176383",79369
"1389","KCNS1",6.77049388276552,-1.04536633877617,0.732839349335817,-1.42646043737089,0.153735478968916,0.367847728693502,"none","ENSG00000124134",3787
"1390","SLC39A4",1564.79856477312,-0.177144846355229,0.124632752404754,-1.4213346246253,0.155219502171451,0.370292069103186,"none","ENSG00000147804",55630
"1391","SLC39A4",1564.79856477312,-0.177144846355229,0.124632752404754,-1.4213346246253,0.155219502171451,0.370292069103186,"none","ENSG00000285243",55630
"1392","SLC30A5",888.88744372636,-0.187245451307796,0.13208286242847,-1.41763623126504,0.156296996505011,0.371876204804367,"none","ENSG00000145740",64924
"1393","SLC25A14",320.416371475786,-0.329124813483063,0.23232294491302,-1.416669428008,0.156579599377035,0.372338332651886,"none","ENSG00000102078",9016
"1394","SLC10A6",3.86433009064479,1.52322270088482,1.07943264638002,1.41113269641519,0.158205490710223,0.374967438669677,"none","ENSG00000145283",345274
"1395","SLC25A36",1080.61376212998,-0.19209956116519,0.136332320896988,-1.40905369982178,0.158819290046561,0.375873889707723,"none","ENSG00000114120",55186
"1396","GALNT10",1576.69228499177,0.215141083045205,0.152913978920994,1.40694189349662,0.159444619646565,0.376730283696593,"none","ENSG00000164574",55568
"1397","KCNS3",855.916097443919,-0.194886108267451,0.138538813675402,-1.40672569005875,0.159508744870576,0.376842137334453,"none","ENSG00000170745",3790
"1398","ATP6V1D",1759.22523559484,0.171397488061862,0.122037997760739,1.40446001414981,0.160181910651832,0.378153951213909,"none","ENSG00000100554",51382
"1399","UCKL1",1112.63287213416,-0.172798628378908,0.123064843877136,-1.4041266614812,0.160281135627854,0.378308639190595,"none","ENSG00000198276",54963
"1400","CRYM",13.2108693713322,0.680194357211159,0.484826429375315,1.40296468178843,0.1606273710439,0.378687924740797,"none","ENSG00000103316",1428
"1401","TET2",319.357909678756,0.190299716958497,0.135726107251234,1.40208631053011,0.160889474460175,0.378987471525065,"none","ENSG00000168769",54790
"1402","SDHC",2122.57092156579,-0.147298230904888,0.105573197757994,-1.39522373133512,0.162948382855138,0.382313109361553,"none","ENSG00000143252",6391
"1403","GALNT7",884.441735522192,-0.177001586952628,0.126980968160833,-1.39392217208834,0.163341108043315,0.382874422288627,"none","ENSG00000109586",51809
"1404","HSDL1",565.243542004944,-0.194194650263386,0.139387834447633,-1.39319655142748,0.163560362332318,0.383228312953755,"none","ENSG00000103160",83693
"1405","PIPOX",15.3399012371455,0.863288577892132,0.620255805355535,1.39182667931224,0.163974888908697,0.383884497296903,"none","ENSG00000179761",51268
"1406","GALE",2205.91523303207,0.173204984143748,0.124491385366718,1.39130096137602,0.164134182430759,0.384091779211274,"none","ENSG00000117308",2582
"1407","PFKL",3968.60976252292,-0.221731502120996,0.160050755956644,-1.3853824106964,0.165935566476562,0.386786177782473,"none","ENSG00000141959",5211
"1408","PLA2G4A",103.937316433625,-0.340511343833191,0.24588107333351,-1.38486195467077,0.166094682290539,0.38698544127282,"none","ENSG00000116711",5321
"1409","NUDT8",311.972326151725,0.243479775918012,0.175985667069894,1.38352048761626,0.166505329780808,0.387594528276877,"none","ENSG00000167799",254552
"1410","ABCA9",2.78886931689446,1.81247632573246,1.31092826459512,1.38259001249945,0.166790613189294,0.388043114685268,"none","ENSG00000154258",10350
"1411","NDUFB3",827.677625854572,-0.198697911986219,0.143762841489407,-1.38212287631265,0.166933975464784,0.388244994992473,"none","ENSG00000119013",4709
"1412","PFAS",731.468059214186,-0.176226695458932,0.127857142810147,-1.37830935046475,0.168107797494131,0.390177624474387,"none","ENSG00000178921",5198
"1413","SYNJ1",230.635904491168,-0.214869346699989,0.156203624672268,-1.37557209156194,0.168954152034856,0.39145404203659,"none","ENSG00000159082",8867
"1414","ARG1",3.83020019171629,1.25586442565971,0.914253147547587,1.37365064482247,0.169550166101676,0.392389524703507,"none","ENSG00000118520",383
"1415","AASDH",149.544857177697,-0.243560944043449,0.177553933193277,-1.37175752551941,0.170138933796148,0.393086825270568,"none","ENSG00000157426",132949
"1416","QDPR",687.521233440194,0.170559669357046,0.124314222992462,1.37200446780243,0.170062046969841,0.393086825270568,"none","ENSG00000151552",5860
"1417","OLAH",3.53265604917265,1.29774304819299,0.948538299942727,1.36815039336983,0.171265005531054,0.39493330312014,"none","ENSG00000152463",55301
"1418","GABRB1",5.65430450144568,1.16758183866592,0.853615783312859,1.36780722836985,0.171372424525033,0.395059277442398,"none","ENSG00000163288",2560
"1419","GPHN",419.388246622273,0.419808639896018,0.307284375574535,1.36618934532904,0.171879540838655,0.395700120115734,"none","ENSG00000171723",10243
"1420","AGPAT4",1549.60322564717,-0.177620399113476,0.130182405757445,-1.36439634895377,0.172442856380299,0.396218516738277,"none","ENSG00000026652",56895
"1421","AGMAT",149.987819022968,-0.239618504748995,0.175664403766783,-1.36406978084825,0.172545604570865,0.396238401381852,"none","ENSG00000116771",79814
"1422","VDAC2",3873.92935310805,-0.151986918162214,0.1115804896821,-1.3621280798752,0.173157467994311,0.397054265543895,"none","ENSG00000165637",7417
"1423","PLCB1",193.151397532211,-0.341024278212756,0.250435400857371,-1.36172552700318,0.173284522070355,0.397264454712706,"none","ENSG00000182621",23236
"1424","CHST4",4.71518691389453,1.33053524484655,0.981434526937361,1.35570454098307,0.175193194028275,0.399992602917229,"none","ENSG00000140835",10164
"1425","HS6ST1",1926.33281501515,0.278631256996494,0.205586934019966,1.35529652370531,0.175323102134789,0.400162255181031,"none","ENSG00000136720",9394
"1426","PKD1",1232.65329774309,-0.207758977104548,0.153369607573892,-1.35462938447209,0.175535666561934,0.400470702182747,"none","ENSG00000008710",5310
"1427","CPOX",929.444776701041,-0.192899282595697,0.14242628177935,-1.35437982502795,0.175615230776598,0.400521896197217,"none","ENSG00000080819",1371
"1428","PIGU",1163.32075943198,0.145164441753807,0.107565731437868,1.34954171568718,0.177163030678932,0.403150942810936,"none","ENSG00000101464",128869
"1429","NDUFV2",23.5760815606153,-0.601973991475786,0.446389677909034,-1.34853922764419,0.177485012090722,0.403556411428884,"none","ENSG00000178127",4729
"1430","GABRQ",29.1754129741611,0.543639452147512,0.403388863933513,1.3476808626951,0.177761049854916,0.403972929859115,"none","ENSG00000268089",55879
"1431","ST8SIA4",49.7123907983587,0.406671203221859,0.302042802482878,1.34640256241468,0.178172725011585,0.404587422801163,"none","ENSG00000113532",7903
"1432","ALDH6A1",68.2818247644469,0.346080166994527,0.257135700028996,1.34590477695435,0.178333228068116,0.404904432266394,"none","ENSG00000119711",4329
"1433","GLOD4",1125.80818809749,-0.162807047010805,0.121032646807443,-1.34514985258335,0.178576846783829,0.405300120010488,"none","ENSG00000167699",51031
"1434","PIGP",426.714624989364,-0.22122036706314,0.1644510636529,-1.34520484178844,0.178559093074069,0.405300120010488,"none","ENSG00000185808",51227
"1435","AOX1",88.1776768487535,-0.540878801040528,0.402329290827943,-1.34436843991017,0.178829274134767,0.405659843906178,"none","ENSG00000138356",316
"1436","AMD1",2426.27103788128,0.213400773010372,0.158750537512856,1.34425228634637,0.178866818999588,0.405659843906178,"none","ENSG00000123505",262
"1437","CA14",21.5023069133949,-0.570457595444298,0.424451347467619,-1.3439881834462,0.178952208047446,0.405721039798324,"none","ENSG00000118298",23632
"1438","EGLN1",135.683178098057,-0.349782002116405,0.260438501190828,-1.34305028064999,0.179255693303101,0.406032254459001,"none","ENSG00000135766",54583
"1439","LPCAT3",282.371268063775,0.286714582350932,0.213503685097378,1.34290226522396,0.179303622866863,0.406046564150084,"none","ENSG00000111684",10162
"1440","PTDSS2",756.988672655826,0.18311900194237,0.1365180410966,1.34135386408596,0.179805589178974,0.406650073804487,"none","ENSG00000174915",81490
"1441","PTDSS2",756.988672655826,0.18311900194237,0.1365180410966,1.34135386408596,0.179805589178974,0.406650073804487,"none","ENSG00000282367",81490
"1442","PTGES2",2848.89605453447,0.139932911475632,0.104406607157774,1.3402687366727,0.180157991649828,0.407287215924421,"none","ENSG00000148334",80142
"1443","SCNN1D",54.2871392715247,0.392784283346589,0.293179574145109,1.33973959301878,0.180330020643113,0.407466716330367,"none","ENSG00000162572",6339
"1444","KCND3",37.4048207252995,0.469264226711002,0.350587137521038,1.33850953582928,0.180730393934607,0.408001817418388,"none","ENSG00000171385",3752
"1445","GCNT1",351.434407006062,-0.34078453909363,0.254802374189343,-1.33744648250567,0.181076940309748,0.40841985015252,"none","ENSG00000187210",2650
"1446","GLYR1",2488.29370899822,0.170223280722416,0.127394730154873,1.33618777256702,0.181487906644396,0.408890959944089,"none","ENSG00000140632",84656
"1447","SRR",49.5635672529126,0.384585184992241,0.288383735772003,1.33358833140401,0.182338809165261,0.409916793374074,"none","ENSG00000167720",63826
"1448","CHRNA7",3.33385179764805,1.41438661097236,1.06201737510955,1.33179234551268,0.182928433949556,0.410939190574493,"none","ENSG00000175344",1139
"1449","CHRNA7",3.33385179764805,1.41438661097236,1.06201737510955,1.33179234551268,0.182928433949556,0.410939190574493,"none","ENSG00000274542",1139
"1450","CHRNA7",3.33385179764805,1.41438661097236,1.06201737510955,1.33179234551268,0.182928433949556,0.410939190574493,"none","ENSG00000282088",1139
"1451","ATP6V0B",3700.87060004298,0.135555088164032,0.101940145184152,1.32975176677603,0.183600072543651,0.411953350857236,"none","ENSG00000117410",533
"1452","DHDDS",824.226166593123,0.154679477429677,0.116314934519841,1.32983333626252,0.18357318966011,0.411953350857236,"none","ENSG00000117682",79947
"1453","PDSS2",401.827928412963,-0.186695677020199,0.140496926592667,-1.32882392197427,0.18390606794317,0.412476260635208,"none","ENSG00000164494",57107
"1454","PXDN",6694.22249407477,-0.26017291098991,0.196366108009987,-1.32493796218988,0.185191728464619,0.414136930642339,"none","ENSG00000130508",7837
"1455","PIK3CD",976.856587572795,-0.183270916824245,0.138352981822462,-1.32466184978523,0.18528333194811,0.414281056226175,"none","ENSG00000171608",5293
"1456","PTGR1",453.999490703391,-0.194849447130807,0.147151933659749,-1.32413786407555,0.185457262410484,0.414504828111278,"none","ENSG00000106853",22949
"1457","XYLB",103.096489026711,0.263420466431283,0.19925527884148,1.32202503222437,0.186159815495317,0.41557860372729,"none","ENSG00000093217",9942
"1458","GPT2",618.474898023565,0.230935578367959,0.175358189172933,1.31693637723539,0.187859951637786,0.41800235621605,"none","ENSG00000166123",84706
"1459","KDM4D",26.1800341554464,-0.556685390559835,0.423659893492382,-1.31399124418145,0.18884915077889,0.419330658108679,"none","ENSG00000186280",55693
"1460","MAT2A",4164.45699071175,0.173375072442477,0.132138625458737,1.31206959237378,0.189496654623225,0.420186606710718,"none","ENSG00000168906",4144
"1461","PLCL1",3.57173579277615,1.32343545533085,1.00862806778627,1.31211444297353,0.189481523513415,0.420186606710718,"none","ENSG00000115896",5334
"1462","NUDT16L1",755.286738528803,-0.181569118893194,0.138436912545944,-1.31156579234556,0.189666681282822,0.420266341235909,"none","ENSG00000168101",84309
"1463","KCNK13",11.4008190404236,0.972187369012249,0.741696771216886,1.31076122580014,0.189938446214945,0.420584678565117,"none","ENSG00000152315",56659
"1464","PDHX",917.048623104407,-0.169706416885371,0.129483360700636,-1.31064266456391,0.189978517838498,0.420631923470624,"none","ENSG00000110435",8050
"1465","ARSD",465.365738469121,-0.20605610714589,0.157695800684414,-1.30666832123359,0.191325382005646,0.422735348818174,"none","ENSG00000006756",414
"1466","IMPA2",2456.50504733768,-0.221055905457991,0.169430725669166,-1.30469786152973,0.19199574995551,0.423813439907359,"none","ENSG00000141401",3613
"1467","HEXB",2754.99730999366,-0.151641257910119,0.116266227346491,-1.30425886666302,0.192145334907422,0.424007756438622,"none","ENSG00000049860",3074
"1468","DBT",517.766221416879,-0.170546694196121,0.130893821759662,-1.30293922129698,0.192595512331937,0.424750672629107,"none","ENSG00000137992",1629
"1469","GBA2",2123.1305471704,0.16300120785189,0.125200031146131,1.30192625640514,0.192941595807062,0.425180500750953,"none","ENSG00000070610",57704
"1470","NDUFC1",388.617332462949,-0.211283455637562,0.162392755506701,-1.30106453935283,0.193236364366659,0.425554767566771,"none","ENSG00000109390",4717
"1471","SLC5A4",6.28016818389793,0.905027354271508,0.696156254393776,1.30003479615308,0.193589043505428,0.426021134654026,"none","ENSG00000100191",6527
"1472","MICAL2",2938.49719257161,-0.173354991803644,0.13342656960636,-1.29925390658758,0.19385680715405,0.426401408583872,"none","ENSG00000133816",9645
"1473","ATP11B",1281.73048290024,-0.219681798116911,0.16912561818056,-1.29892680056535,0.193969051159587,0.426450389163808,"none","ENSG00000058063",23200
"1474","HSD17B1",60.5013350839874,-0.342382858563349,0.263577579902732,-1.2989832393548,0.193949681202658,0.426450389163808,"none","ENSG00000108786",3292
"1475","SCD5",348.393094978202,0.229592607198555,0.176813510106387,1.298501494939,0.194115062963192,0.426593312312708,"none","ENSG00000145284",79966
"1476","COX7B2",984.982097533785,-0.196673104798882,0.151537554826183,-1.29785058907985,0.194338681840813,0.426780958045797,"none","ENSG00000170516",170712
"1477","B3GNT9",451.989135943094,-0.184518982272404,0.14218316871519,-1.29775545122374,0.194371382304726,0.426780958045797,"none","ENSG00000237172",84752
"1478","COX8A",2420.57748248686,-0.140441528670381,0.108383582359972,-1.29578230957466,0.195050494459653,0.427703998238448,"none","ENSG00000176340",1351
"1479","GNS",2154.0112063657,0.181000170100185,0.139751603219755,1.29515630540258,0.195266314589991,0.427950412813344,"none","ENSG00000135677",2799
"1480","ASNSD1",354.589751404145,-0.211014633286764,0.163030860589718,-1.29432324974228,0.195553788923105,0.428438122259547,"none","ENSG00000138381",54529
"1481","HSD17B12",935.836755698929,-0.23423172582876,0.181151167249448,-1.29301803231673,0.196004822482104,0.428909675016256,"none","ENSG00000149084",51144
"1482","SLC19A2",420.100057544133,0.234737840901867,0.181634103410288,1.29236655724077,0.19623023251546,0.42904045480071,"none","ENSG00000117479",10560
"1483","ACOX2",33.5075108007084,-0.485018713677495,0.375270975228175,-1.29244931181419,0.196201588950947,0.42904045480071,"none","ENSG00000168306",8309
"1484","ATP6V1F",1841.16544477801,-0.18983702861565,0.146900962968392,-1.29227899381773,0.196260543886833,0.42904045480071,"none","ENSG00000128524",9296
"1485","RDH5",4.77135600291468,1.03770202523148,0.802968571928316,1.29233205571104,0.196242175319749,0.42904045480071,"none","ENSG00000135437",5959
"1486","SREBF1",1241.83291001621,0.214293235930428,0.165986765472586,1.29102603644517,0.196694649353428,0.429612955796655,"none","ENSG00000072310",6720
"1487","SLC12A4",1727.86521495602,-0.238983455523765,0.1853058194305,-1.28967053629634,0.197165073688014,0.430178014582944,"none","ENSG00000124067",6560
"1488","GXYLT1",147.014372273981,-0.239812059916565,0.186163647287098,-1.28817877932275,0.197683737132222,0.430279088634431,"none","ENSG00000151233",283464
"1489","DUOX1",1167.99986455231,0.164647103731713,0.127948779909342,1.28682042805233,0.198156885032552,0.430920207852173,"none","ENSG00000137857",53905
"1490","KCNQ5",162.006052873544,-0.430996023478239,0.335083762934302,-1.28623368588212,0.198361518049345,0.431228639831026,"none","ENSG00000185760",56479
"1491","HYAL3",140.483064945412,0.255843766986326,0.198983768031043,1.28575194609046,0.198529645782894,0.431521839236302,"none","ENSG00000186792",8372
"1492","ACYP2",263.304941943131,0.192027383010816,0.149391436163894,1.28539752974961,0.198653403996713,0.431749039025188,"none","ENSG00000170634",98
"1493","EDEM2",1097.27416789862,0.168844992557579,0.131499172841654,1.28400041543147,0.199141810062683,0.432249548356746,"none","ENSG00000088298",55741
"1494","SCN4B",27.8307786555349,0.515470204563394,0.401689079333488,1.28325670545662,0.199402155319713,0.432549791141976,"none","ENSG00000177098",6330
"1495","SLC1A2",12.6268220386531,0.710711520093271,0.55403760532927,1.28278570489974,0.199567163693562,0.432814303608428,"none","ENSG00000110436",6506
"1496","GLYCTK",145.138408356636,-0.263020911578609,0.205708573691928,-1.27860937858873,0.201034645687895,0.435052061134406,"none","ENSG00000168237",132158
"1497","ADO",1109.62236450971,-0.154815149131532,0.121441321357131,-1.2748144322002,0.20237493120614,0.436550795224794,"none","ENSG00000181915",84890
"1498","HCN2",32.8856048166497,-0.462620307712759,0.362895894255727,-1.27480171320637,0.202379434176636,0.436550795224794,"none","ENSG00000099822",610
"1499","MSRB2",152.302277328204,0.259932621723477,0.203952992523693,1.27447319358789,0.202495766958014,0.436675868213849,"none","ENSG00000148450",22921
"1500","SLC12A6",606.741652710504,0.156467438206527,0.122896432195213,1.27316501717469,0.202959491413794,0.436920466174233,"none","ENSG00000140199",9990
"1501","FOLH1",25.0525260936937,0.86828002526341,0.682483861208231,1.27223524923543,0.203289546933713,0.437245739087265,"none","ENSG00000086205",2346
"1502","COX7C",4551.49137574297,-0.16022615995606,0.126086704688046,-1.27076173774609,0.203813424546223,0.437905439886655,"none","ENSG00000127184",1350
"1503","CYP8B1",3.2862776042954,1.35349493187947,1.06669485449268,1.26886796742185,0.204488158763011,0.43891721930106,"none","ENSG00000180432",1582
"1504","GSTO1",2607.4250006844,-0.192512041234519,0.151787119423835,-1.26830288344143,0.204689807755035,0.439297473846505,"none","ENSG00000148834",9446
"1505","AK2",5096.90609956485,-0.162725902260128,0.128397672475873,-1.26735866096565,0.205027074130009,0.439639341451971,"none","ENSG00000004455",204
"1506","PPIP5K1",561.701728025064,0.174483536394435,0.137697603644149,1.2671501302619,0.205101613548107,0.439639341451971,"none","ENSG00000168781",9677
"1507","PYCR1",52.2208685447908,-0.503421272892153,0.398076798469912,-1.26463354515298,0.206002722235393,0.440631877915123,"none","ENSG00000183010",5831
"1508","GGPS1",394.818698767276,0.230884858023857,0.182826880392837,1.26286056802894,0.206639293145203,0.441539808737314,"none","ENSG00000152904",9453
"1509","ENTPD4",934.801428985095,-0.158467844609901,0.125615079210001,-1.26153520426459,0.207116084592917,0.442221893979608,"none","ENSG00000197217",9583
"1510","HS3ST1",239.52197593451,-0.284137335005385,0.225246369133291,-1.261451343694,0.207146279750094,0.442244306453914,"none","ENSG00000002587",9957
"1511","ABCC11",4.29042458455144,1.1495774633251,0.913449557397075,1.25850130860087,0.208210514243776,0.443630469325901,"none","ENSG00000121270",85320
"1512","DCK",154.858177632447,-0.258826542703828,0.205772865870072,-1.25782639809884,0.208454546547779,0.443905070149492,"none","ENSG00000156136",1633
"1513","PLCB2",42.7417363816435,0.394372295888371,0.314189498314202,1.25520521215506,0.209404273926296,0.445202211545387,"none","ENSG00000137841",5330
"1514","PIKFYVE",524.205199358583,-0.164298665893688,0.131164892036191,-1.25261160469948,0.210347089495746,0.446319110317454,"none","ENSG00000115020",200576
"1515","PPAT",307.816654565948,-0.223379332181236,0.178815793781868,-1.24921477827473,0.211586528180829,0.448004780665373,"none","ENSG00000128059",5471
"1516","MBOAT1",446.423311363214,0.250477491994649,0.200692736786702,1.2480645588129,0.212007415945865,0.448570209725814,"none","ENSG00000172197",154141
"1517","CACNA1H",14.0942872461876,-0.718667594748897,0.576405411845804,-1.24680924220946,0.212467450850799,0.449247197122933,"none","ENSG00000196557",8912
"1518","NAT8L",50.3049889502219,0.52244484725288,0.419512275882274,1.24536247754402,0.212998539411165,0.450200546819814,"none","ENSG00000185818",339983
"1519","ABCB10",273.778925917323,-0.223542364753526,0.179668862479362,-1.24419090580708,0.21342930999655,0.450898789755579,"none","ENSG00000135776",23456
"1520","MICAL1",1703.15291755517,-0.227082300588191,0.18261208867942,-1.24352282606459,0.213675234907048,0.451210950883051,"none","ENSG00000135596",64780
"1521","SLC8A1",46.9587814898646,-0.36044236932134,0.290401604359758,-1.24118587469928,0.21453709170453,0.452387737941053,"none","ENSG00000183023",6546
"1522","HPDL",5.02047936268915,1.00792597874024,0.814168152110856,1.2379825667794,0.215722524999423,0.453964985588228,"none","ENSG00000186603",84842
"1523","ACBD6",940.408986280458,-0.138108420287588,0.111618208514664,-1.23732876674368,0.21596505233572,0.45406405706975,"none","ENSG00000230124",84320
"1524","SLC16A11",8.78345878106757,0.752638048088732,0.608177247549838,1.23753075459643,0.215890103926284,0.45406405706975,"none","ENSG00000174326",162515
"1525","EXTL3",2543.07417377766,-0.198682673267058,0.160641335581672,-1.2368091472076,0.2161579453555,0.454095337821856,"none","ENSG00000012232",2137
"1526","POMGNT1",3410.66601266416,-0.190530976157023,0.154086603106898,-1.23651876487174,0.216265795016901,0.454198630862904,"none","ENSG00000085998",55624
"1527","COX15",758.844453887571,-0.14870480289957,0.120402547838626,-1.23506358934262,0.216806839006973,0.455122051663913,"none","ENSG00000014919",1355
"1528","CYB5RL",76.4417395518317,0.330004138178583,0.267367666169976,1.23427093075939,0.217101964194352,0.455656370770067,"none","ENSG00000215883",606495
"1529","COX7A1",5.06229184213175,-1.06546546226901,0.864132830785782,-1.23298805960208,0.217580219046567,0.456404138822244,"none","ENSG00000161281",1346
"1530","PDK2",493.563796809178,0.297677608559921,0.24153828974347,1.23242409671806,0.217790704165673,0.456648916731256,"none","ENSG00000005882",5164
"1531","DGKG",36.0740716815203,-0.397588447249068,0.322892968076803,-1.23133200954224,0.218198714657214,0.457231598167735,"none","ENSG00000058866",1608
"1532","ALG6",296.451599009782,-0.235923110779417,0.192311079975194,-1.22677856528001,0.219905829238631,0.4595221306996,"none","ENSG00000088035",29929
"1533","RDH8",7.13770493628464,0.878685831104479,0.719085558655026,1.22194893295864,0.221726939189183,0.462294902650106,"none","ENSG00000080511",50700
"1534","NUDT19",612.670484880856,0.16310966654562,0.133519287569367,1.22161876021754,0.221851830861623,0.46242762496767,"none","ENSG00000213965",390916
"1535","PIP5K1A",1157.74593078044,-0.131778922484295,0.108004466300788,-1.22012475037186,0.222417587335448,0.463132744691907,"none","ENSG00000143398",8394
"1536","ACADL",5.6557471499003,0.899449948822924,0.73786591707597,1.21898833921925,0.222848618353227,0.463686221561473,"none","ENSG00000115361",33
"1537","KCNK3",5.6882523356308,1.16683492767477,0.957434733941556,1.21870962720473,0.222954422664692,0.463845487508978,"none","ENSG00000171303",3777
"1538","PIGS",2347.6086827553,-0.197814520383524,0.162347741923878,-1.21846179096397,0.223048536145047,0.463930209838101,"none","ENSG00000087111",94005
"1539","PNPLA7",40.898762062544,0.449027079610409,0.368591976398753,1.21822261026279,0.22313938971851,0.464076186991225,"none","ENSG00000130653",375775
"1540","DHRS13",77.9881965805475,-0.317039400154529,0.260778601260027,-1.21574162382443,0.22408336270677,0.465263624907952,"none","ENSG00000167536",147015
"1541","KDM2B",862.251901405406,0.166560155931021,0.137028257358203,1.2155168513573,0.224169025626786,0.465355413254459,"none","ENSG00000089094",84678
"1542","XYLT2",1515.78364923457,-0.17653026445077,0.14573795126325,-1.21128548137677,0.225786011133609,0.46745866248254,"none","ENSG00000015532",64132
"1543","GPT",39.6454012429276,0.410575833322918,0.339492762305302,1.2093802251775,0.226516802255635,0.468323853710402,"none","ENSG00000167701",2875
"1544","DPM2",3716.78459958301,-0.112225333095364,0.0929234851616875,-1.20771764963498,0.22715588673036,0.469388423954063,"none","ENSG00000136908",8818
"1545","STARD5",67.5828794668128,-0.296592775588654,0.245753834538716,-1.20686937050388,0.227482455187704,0.469762243486527,"none","ENSG00000172345",80765
"1546","ENOPH1",890.034481061896,-0.200232630717555,0.166168671401248,-1.20499627895594,0.22820473838632,0.47076240290955,"none","ENSG00000145293",58478
"1547","SLC25A19",204.347051093526,0.211199236612471,0.175433655785044,1.20386955209581,0.228640001832739,0.471245320703456,"none","ENSG00000125454",60386
"1548","PAOX",23.5296775763863,0.474218683688508,0.394747733614529,1.20132085204467,0.229626764826221,0.472507232560169,"none","ENSG00000148832",196743
"1549","GALNT14",933.258022001536,-0.265493346023964,0.221341948616675,-1.19947144083271,0.230344683187488,0.473360959472979,"none","ENSG00000158089",79623
"1550","CNGB3",8.90747924206151,0.729877589680253,0.609418355513843,1.19766262876156,0.231048383682864,0.474588938392837,"none","ENSG00000170289",54714
"1551","DHCR24",7303.93923654431,-0.215922940181854,0.180381989453654,-1.1970315929869,0.231294240951488,0.475007958617075,"none","ENSG00000116133",1718
"1552","ALG14",294.144684244717,-0.205980931780905,0.172236435246544,-1.19591961762364,0.231727928808462,0.475637568996048,"none","ENSG00000172339",199857
"1553","MDH2",5660.55666908826,-0.174720634568365,0.146367183344011,-1.19371453748422,0.232589651866963,0.476745990262747,"none","ENSG00000146701",4191
"1554","TCIRG1",831.52620477808,0.205408684064227,0.172324409925511,1.19198832105688,0.233265824684033,0.477458825020468,"none","ENSG00000110719",10312
"1555","CLYBL",4.71424774361709,1.03645613206955,0.869671154975682,1.19177935951955,0.233347771078448,0.477521721673706,"none","ENSG00000125246",171425
"1556","ABCF3",2200.152971518,0.16205855039865,0.136252978352158,1.18939455385551,0.234284442933636,0.478801458319665,"none","ENSG00000161204",55324
"1557","MCOLN2",162.523958112791,0.256810754637336,0.216641295072961,1.18541921820975,0.235851736900854,0.480660599625007,"none","ENSG00000153898",255231
"1558","SLC4A9",4.33915939667099,1.00179039959947,0.845600420683981,1.18470896548177,0.236132536450004,0.480940903187793,"none","ENSG00000113073",83697
"1559","UCK2",1214.29820366116,0.131968682541608,0.111722097535128,1.18122274333522,0.237514248593267,0.482894857350513,"none","ENSG00000143179",7371
"1560","SLC25A46",1329.4002209732,-0.16038649658418,0.135817440057915,-1.18089765582232,0.237643382702153,0.482974206980924,"none","ENSG00000164209",91137
